source_sequence,project_name,normalized_project_name,source_operation_mode,operation_strategy,operation_strategy_label,source_file,source_received_date
360,四川省烟草公司宜宾市公司外租仓库维修项目,四川省烟草公司宜宾市公司外租仓库维修项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
361,德阳市旌阳区医养结合中心及精神病院区建设项目,德阳市旌阳区医养结合中心及精神病院区建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
362,西藏华泰龙矿业开发有限公司接地环网安装工程,西藏华泰龙矿业开发有限公司接地环网安装工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
363,德阳市旌阳区医养结合中心及精神病院区建设项目国防电缆通信线路迁改工程,德阳市旌阳区医养结合中心及精神病院区建设项目国防电缆通信线路迁改工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
364,广清城际轨道交通项目（花都段）安置区工程（秀 全街乐同安置区）一期施工总承包项目 【园林园建】工程专业分包,广清城际轨道交通项目(花都段)安置区工程(秀全街乐同安置区)一期施工总承包项目【园林园建】工程专业分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
365,【广清城际轨道交通项目（花都段）安置区工程（狮岭镇前进安置区）一期施工总承包】项目【市政道路】工程专业分包,【广清城际轨道交通项目(花都段)安置区工程(狮岭镇前进安置区)一期施工总承包】项目【市政道路】工程专业分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
366,四川省烟草公司内江市公司土建、安装、装饰施工供应商采购项目,四川省烟草公司内江市公司土建、安装、装饰施工供应商采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
367,乐山嘉洋科技发展有限公司车间净化装修工程,乐山嘉洋科技发展有限公司车间净化装修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
368,南川区第三中学扩建工程,南川区第三中学扩建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
369,刘伟零星工程项目,刘伟零星工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
370,御嘉花苑2、3#楼,御嘉花苑2、3#楼,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
371,162井场外墙,162井场外墙,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
372,四川艺术职业学院消防隐患整治工程,四川艺术职业学院消防隐患整治工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
373,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目（L3-1线道路及配套工程劳务分包）,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目(L3-1线道路及配套工程劳务分包),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
374,德阳市行政综合办公楼（老政务中心）屋面防水改造工程,德阳市行政综合办公楼(老政务中心)屋面防水改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
375,德阳文德湖屿树花园项目一期一批次项目,德阳文德湖屿树花园项目一期一批次项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
376,绵阳金能集中办公室维修改造项目,绵阳金能集中办公室维修改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
377,东莞市长安镇莞港跨境货物运输接驳点工程,东莞市长安镇莞港跨境货物运输接驳点工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
378,西昌卷烟厂2021年厂区环境改造工程综合经营业务用房配套设施改造标段,西昌卷烟厂2021年厂区环境改造工程综合经营业务用房配套设施改造标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
379,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
380,米易县高铁站前广场环境整治项目,米易县高铁站前广场环境整治项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
381,盾构机制造、总装调试及再制造项目区域工程厂房钢结构专业分包施工程,盾构机制造、总装调试及再制造项目区域工程厂房钢结构专业分包施工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
382,金谷油脂项目进场道路工程二标段,金谷油脂项目进场道路工程二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
383,狮子水库尾水渠垮塌抢险救灾工程,狮子水库尾水渠垮塌抢险救灾工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
384,2021年11月1日-2023年10月31日期间学校安排的防水维修项目和应急处理,2021年11月1日-2023年10月31日期间学校安排的防水维修项目和应急处理,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
385,西昌市市政建设工程管理处亮化材料（含安装）采购项目,西昌市市政建设工程管理处亮化材料(含安装)采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
386,罗江区2022年暴雨洪灾水毁灾后重建覆岸覆土工程-凯江段新增杂草、杂树清理施工劳务,罗江区2022年暴雨洪灾水毁灾后重建覆岸覆土工程-凯江段新增杂草、杂树清理施工劳务,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
387,拉萨市柳梧新区路面井盖维护更换合同,拉萨市柳梧新区路面井盖维护更换合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
388,白马关镇接引村“三格式+人工湿地”集中式生活污水处理设施项目,白马关镇接引村“三格式+人工湿地”集中式生活污水处理设施项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
389,德阳市罗江区调元镇顺河村农村生活污水治理建设项目,德阳市罗江区调元镇顺河村农村生活污水治理建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
390,巫山县大昌镇树木修剪及路灯更换服务合同,巫山县大昌镇树木修剪及路灯更换服务合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
391,德阳饶益四组小二楼观潮起项目,德阳饶益四组小二楼观潮起项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
392,巴中恩阳临港产业园建设项目一制造业组团项目润禾改造工程1-5号楼防水保温工程,巴中恩阳临港产业园建设项目一制造业组团项目润禾改造工程1-5号楼防水保温工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
393,德阳市旌阳区崴螺山-高屋（寿崴路改线）道路改建工程项目,德阳市旌阳区崴螺山-高屋(寿崴路改线)道路改建工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
394,石鸡水电站尾水区右岸挡墙加固处理,石鸡水电站尾水区右岸挡墙加固处理,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
395,越西县普雄镇消防站建设项目,越西县普雄镇消防站建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
396,巴楚县中心敬老院消防改造提升建设项目,巴楚县中心敬老院消防改造提升建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
397,罗江区集中办公区食堂项目,罗江区集中办公区食堂项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
398,宝峰山艺术大集项目,宝峰山艺术大集项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
399,四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目（南区）,四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目(南区),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
400,四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目（东区）-防水工程,四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目(东区)-防水工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
401,拉萨市柳梧新区排污管网改造,拉萨市柳梧新区排污管网改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
402,广汉市第二十三污水处理站新增五里村五组污水管网工程项目,广汉市第二十三污水处理站新增五里村五组污水管网工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
403,德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层（寿崴路改线）道路工程,德阳市旌阳区东湖-和新道路改建工程一标段、德阳市旌阳区崴螺山至高层(寿崴路改线)道路工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
404,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,德阳市旌阳区东湖-和新(崴和路)道路改建工程二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
405,拉萨市柳梧新区污水分流部分区域改造,拉萨市柳梧新区污水分流部分区域改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
406,拉萨市柳梧新区公园水系污水渗漏改造,拉萨市柳梧新区公园水系污水渗漏改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
407,德阳保利国际城中央花园A区二标段土建及水电安装总承包工程,德阳保利国际城中央花园A区二标段土建及水电安装总承包工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
408,2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目,2021年中江县辑庆镇尖寨村中药材园区四升五产村相融建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
409,四川护理职业学校2019年暑假德阳校区区域总平修缮工程,四川护理职业学校2019年暑假德阳校区区域总平修缮工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
410,中国移动四川公司成都分公司2021-2025年管理用房及生产枢纽楼公共区域维修服务项目-上市,中国移动四川公司成都分公司2021-2025年管理用房及生产枢纽楼公共区域维修服务项目-上市,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
411,中国移动四川分公司成都分公司2021-2025年管理用房及生产枢纽楼办公区域维修服务项目-通服,中国移动四川分公司成都分公司2021-2025年管理用房及生产枢纽楼办公区域维修服务项目-通服,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
412,巴中恩阳临港产业园项目-制造业组团项目1-8号厂房、13号厂房、16号厂房防水保温工程,巴中恩阳临港产业园项目-制造业组团项目1-8号厂房、13号厂房、16号厂房防水保温工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
413,滨河路加油站室外污水管网修建项目,滨河路加油站室外污水管网修建项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
414,广汉市旌江干线沥青混凝土路面维修工程,广汉市旌江干线沥青混凝土路面维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
415,两路市政环卫所-渝北区2022年元旦春节街景灯饰建设工程项目,两路市政环卫所-渝北区2022年元旦春节街景灯饰建设工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
416,岳普湖县2020年棚户区改造安置小区建设项目一标段,岳普湖县2020年棚户区改造安置小区建设项目一标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
417,53019工程、3644-3、4、3617总坪安装工程,53019工程、3644-3、4、3617总坪安装工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
418,重庆巴南区华南城充电站建设,重庆巴南区华南城充电站建设,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
419,四川建筑职业技术学院西区运动场舞台工程,四川建筑职业技术学院西区运动场舞台工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
420,东风水库、高脚水水库水毁应急抢险工程,东风水库、高脚水水库水毁应急抢险工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
421,【米易阳光里】项目【二】期景观园林工程,【米易阳光里】项目【二】期景观园林工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
422,中国移动四川公司省本部2021-2023年管理用房及生产枢纽楼公共区域零星维修项目（补采）,中国移动四川公司省本部2021-2023年管理用房及生产枢纽楼公共区域零星维修项目(补采),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
423,驻所武警营房安装防护栏杆工程,驻所武警营房安装防护栏杆工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
424,环壁北路（环壁南路至马牧河段）DN500管给水安装工程项目,环壁北路(环壁南路至马牧河段)DN500管给水安装工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
425,西藏鲲泰建设集团有限公司2021年度劳务作业分包必选入围项目,西藏鲲泰建设集团有限公司2021年度劳务作业分包必选入围项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
426,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
427,露天破碎站地中衡工程,露天破碎站地中衡工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
428,和田地区于田县高速公路10千伏线路迁改工程,和田地区于田县高速公路10千伏线路迁改工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
429,广清城际轨道交通项目（花都段）安置区工程（狮岭镇军田安置区一期工程）项目（市政道路）工程,广清城际轨道交通项目(花都段)安置区工程(狮岭镇军田安置区一期工程)项目(市政道路)工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
430,拉萨市柳梧新区管网改造,拉萨市柳梧新区管网改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
431,拉萨市柳梧新区管网错接改造,拉萨市柳梧新区管网错接改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
432,800MM冷却区整改,800MM冷却区整改,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
433,绵阳外国语学校校园防水维修服务,绵阳外国语学校校园防水维修服务,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
434,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,广清城际轨道交通项目(花都段)安置区工程(狮岭镇军田安置区一期工程)园林园建专业分包工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
435,白驿镇金凤村园区道路新建水泥混凝土路面工程,白驿镇金凤村园区道路新建水泥混凝土路面工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
436,1851-20项目消防联调联试及通风系统安装工程,1851-20项目消防联调联试及通风系统安装工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
437,水韵江南10栋维修,水韵江南10栋维修,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
438,何埂小学生化池及室外污水管网,何埂小学生化池及室外污水管网,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
439,绵土路九龙里至武新路路面和桥梁工程,绵土路九龙里至武新路路面和桥梁工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
440,德阳市旌阳区天山路（黄河路-凯江路）改造项目,德阳市旌阳区天山路(黄河路-凯江路)改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
441,青衣江路、泰山路等市政道路维修整治工程,青衣江路、泰山路等市政道路维修整治工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
442,广东西部沿海高速公路珠海段斗门收费站建设工程房建工程,广东西部沿海高速公路珠海段斗门收费站建设工程房建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
443,2015年市级农业综合开发土地治理项目工程,2015年市级农业综合开发土地治理项目工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
444,眉山天府新区老场镇雨污分流改造工程（钢铁片区）管网检测,眉山天府新区老场镇雨污分流改造工程(钢铁片区)管网检测,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
445,翡翠湾售楼部改造工程,翡翠湾售楼部改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
446,龙泉驿区第六中学校维修改造工程,龙泉驿区第六中学校维修改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
447,理塘碧桂园项目,理塘碧桂园项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
448,罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书,罗江区2020年暴雨洪灾水毁修复9个工程施工分包单位及单价补充协议书,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
449,2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目（四标段）,2021年德阳经开区旌东片区保障性安居工程城镇老旧小区改造一期土建、二期项目(四标段),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
450,绵阳市安州区村容村貌环境改造提升项目——黄土镇江池村道路工程项目,绵阳市安州区村容村貌环境改造提升项目--黄土镇江池村道路工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
451,格尔木市2021年城市污水处理提质增效项目第二次,格尔木市2021年城市污水处理提质增效项目第二次,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
452,都兰县香日德镇移民灌区农业水价综合改革,都兰县香日德镇移民灌区农业水价综合改革,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
453,四川省绵阳外国语学校高中部教学综合楼室外电梯工程,四川省绵阳外国语学校高中部教学综合楼室外电梯工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
454,罗江区滨河路沿线健康骑游道项目块料铺贴劳务分包（第五次）,罗江区滨河路沿线健康骑游道项目块料铺贴劳务分包(第五次),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
455,环壁南路（中山大道至蒋家河段）DN600管给水工程,环壁南路(中山大道至蒋家河段)DN600管给水工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
456,青海盐湖工业股份有限公司钾肥分公司2020年冬季维保项目加工一车间局部地面硬化项目区域四、区域五地坪修复工程 标段一,青海盐湖工业股份有限公司钾肥分公司2020年冬季维保项目加工一车间局部地面硬化项目区域四、区域五地坪修复工程标段一,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
457,广清城际轨道交通项目（花都段）安置区工程(狮岭镇前进安置区) 一期施工总承包项目（市政园林工程施工）专业分包合同,广清城际轨道交通项目(花都段)安置区工程(狮岭镇前进安置区)一期施工总承包项目(市政园林工程施工)专业分包合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
458,盘龙镇大建果园路改建工程,盘龙镇大建果园路改建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
459,国网四川天府新区龙泉驿区供电公司柏合供电所,国网四川天府新区龙泉驿区供电公司柏合供电所,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
460,长安汽车全球培训中心改造工程施工服务,长安汽车全球培训中心改造工程施工服务,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
461,重庆工业职业技术学院,重庆工业职业技术学院,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
462,天元街道产业园区配套道路建设项目,天元街道产业园区配套道路建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
463,绵竹市南轩中学体育馆篮球场维修改造工程,绵竹市南轩中学体育馆篮球场维修改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
464,洛浦县市政基础设施建设及配套项目（施工一标段）,洛浦县市政基础设施建设及配套项目(施工一标段),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
465,渝北区东风水库防汛公路硬化扶助工程,渝北区东风水库防汛公路硬化扶助工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
466,管网安装抢修零星土石方开挖恢复及用工等年度外包项目（1年）,管网安装抢修零星土石方开挖恢复及用工等年度外包项目(1年),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
467,德阳新城吾悦广场商业及住宅整期建设工程维修工程,德阳新城吾悦广场商业及住宅整期建设工程维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
468,黄许镇绵远河袁家大桥建设项目农房拆迁安置 基础设施配套项目一村道、排水沟、管网建设项目,黄许镇绵远河袁家大桥建设项目农房拆迁安置基础设施配套项目一村道、排水沟、管网建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
469,德新镇污水处理厂及污水收集主管网建设（德新镇污水处理厂工程）,德新镇污水处理厂及污水收集主管网建设(德新镇污水处理厂工程),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
470,鸿图府项目第二期建筑安装工程,鸿图府项目第二期建筑安装工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
471,鸿图府项目第一期建筑安装工程,鸿图府项目第一期建筑安装工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
472,2021年柳梧新区雨污水管网及防洪渠维保服务采购项目一标段,2021年柳梧新区雨污水管网及防洪渠维保服务采购项目一标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
473,53019工程、3644-3、4、3617消防工程,53019工程、3644-3、4、3617消防工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
474,德阳校区日常维修服务,德阳校区日常维修服务,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
475,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
476,ALC预制隔墙板供应及施工分包合同,ALC预制隔墙板供应及施工分包合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
477,青龙工业园区雨污水管网应急修复项目,青龙工业园区雨污水管网应急修复项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
478,自贡航空产业园航空大道南延线二标段（K1+860-K2+670）施工劳务,自贡航空产业园航空大道南延线二标段(K1+860-K2+670)施工劳务,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
479,御嘉花苑1#楼 外墙外保温劳务项目,御嘉花苑1#楼外墙外保温劳务项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
480,北温泉街道状元府第照度提升工程,北温泉街道状元府第照度提升工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
481,城西片区青衣江路西段道路五段,城西片区青衣江路西段道路五段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
482,自贡航空产业园航空大道南延线二标段（K1+860-K2+670）土石方工程设备租赁,自贡航空产业园航空大道南延线二标段(K1+860-K2+670)土石方工程设备租赁,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
483,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务（第二次）,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务(第二次),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
484,违法建（构）筑物拆除工程施工协议2021-2024,违法建(构)筑物拆除工程施工协议2021-2024,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
485,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
486,旌阳区黄许镇糖场桥暴雨洪涝灾害水毁重建工程项目,旌阳区黄许镇糖场桥暴雨洪涝灾害水毁重建工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
487,苍溪县五龙镇三会园区房屋拆迁复垦工程,苍溪县五龙镇三会园区房屋拆迁复垦工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
488,四川航天技术学院龙泉校区停车场维修项目,四川航天技术学院龙泉校区停车场维修项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
489,中江县“8.16”渠道水毁修复工程,中江县“8.16”渠道水毁修复工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
490,水韵江南小区维修,水韵江南小区维修,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
491,国网德阳供电公司综合中心建设场地平整工程（办公大楼恢复）,国网德阳供电公司综合中心建设场地平整工程(办公大楼恢复),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
492,中国移动四川公司南充分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司南充分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
493,朝天区沙河镇元西村农村公路面硬化工程,朝天区沙河镇元西村农村公路面硬化工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
494,泰安综合楼屋面改造工程,泰安综合楼屋面改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
