map_id,material_key,legacy_material_id,material_name,spec_model,uom_text,company_id,company_name,mapping_state,coverage_state,amount_total,line_rows,header_rows,proposed_action,target_catalog_id,target_catalog_name,apply_status
396,de927363a6944417993ac2aaee74dcc8|HDPE钢带增强聚乙烯螺旋波纹管|DN400SN≥10|m,de927363a6944417993ac2aaee74dcc8,HDPE钢带增强聚乙烯螺旋波纹管,DN400SN≥10,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,40384.68,2,2,create_catalog,6840947,HDPE钢带增强聚乙烯螺旋波纹管,created_catalog
397,613d2e7c96fd411dad2598832eda8987|挤塑聚苯乙烯 泡沫塑料板|50mm|m,613d2e7c96fd411dad2598832eda8987,挤塑聚苯乙烯 泡沫塑料板,50mm,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,40320.0,1,1,create_catalog,6840948,挤塑聚苯乙烯 泡沫塑料板,created_catalog
398,84f6dcde036e46c9b18e95b0d9063196|合成高分子防水涂料||kg,84f6dcde036e46c9b18e95b0d9063196,合成高分子防水涂料,,kg,1,四川保盛建设集团有限公司,confirmed,catalog_missing,40267.5,1,1,create_catalog,6840949,合成高分子防水涂料,created_catalog
399,45219f84daa84bb1a0f95f8688d98032|变压器|100KVA|台,45219f84daa84bb1a0f95f8688d98032,变压器,100KVA,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,40100.0,1,1,create_catalog,6840950,变压器,created_catalog
400,e95fc50ea6a84eadb9cbc34de3861d31|内肋增强聚乙烯(PE)螺旋波纹管|DN300|米,e95fc50ea6a84eadb9cbc34de3861d31,内肋增强聚乙烯(PE)螺旋波纹管,DN300,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,40000.0,1,1,create_catalog,6840951,内肋增强聚乙烯(PE)螺旋波纹管,created_catalog
401,4ed85b3f9d35480ebcdc9327b7c9de08|七孔梅花通信管UPV-C|φ110|m,4ed85b3f9d35480ebcdc9327b7c9de08,七孔梅花通信管UPV-C,φ110,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,39920.66,1,1,create_catalog,6840952,七孔梅花通信管UPV-C,created_catalog
402,713f2d0692d945e5832232b17fd0d7cb|LED路灯|120W|套,713f2d0692d945e5832232b17fd0d7cb,LED路灯,120W,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,39496.5,1,1,create_catalog,6840953,LED路灯,created_catalog
403,01f3318d22a54c528544799be21d7884|盘螺HRB400E|16|吨,01f3318d22a54c528544799be21d7884,盘螺HRB400E,16,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,39000.0,1,1,create_catalog,6840954,盘螺HRB400E,created_catalog
404,e379e5cf4f344af7a49a5fdad1b68f6c|花岗石盲道砖（含盲道加工）芝麻黑烧面|30×30×5cm|㎡,e379e5cf4f344af7a49a5fdad1b68f6c,花岗石盲道砖（含盲道加工）芝麻黑烧面,30×30×5cm,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38933.42,2,2,create_catalog,6840955,花岗石盲道砖（含盲道加工）芝麻黑烧面,created_catalog
405,fa5dcf3a641c43e1b0b7e14fa7900acd|螺纹钢HRB400|Φ14|吨,fa5dcf3a641c43e1b0b7e14fa7900acd,螺纹钢HRB400,Φ14,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38905.24,1,1,create_catalog,6840956,螺纹钢HRB400,created_catalog
406,cee3748c74544d29801e9fbca32ee63b|方砖|300*300*50|,cee3748c74544d29801e9fbca32ee63b,方砖,300*300*50,,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38557.76,1,1,create_catalog,6840957,方砖,created_catalog
407,aae6d2174d2f4c09955e49c2db48958a|花岗石*芝麻灰嵌边石|600*150*100|立方米,aae6d2174d2f4c09955e49c2db48958a,花岗石*芝麻灰嵌边石,600*150*100,立方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38400.0,1,1,create_catalog,6840958,花岗石*芝麻灰嵌边石,created_catalog
408,f7ae90d0c84d41acbaff0ff099a5138f|碳素波纹管|￠80|米,f7ae90d0c84d41acbaff0ff099a5138f,碳素波纹管,￠80,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38250.0,5,5,create_catalog,6840959,碳素波纹管,created_catalog
409,899e9fb467de4a6786eafde4477606ed|PVC-U蜂窝管|SVFY32*7*2.7mm|m,899e9fb467de4a6786eafde4477606ed,PVC-U蜂窝管,SVFY32*7*2.7mm,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,38208.43,3,3,create_catalog,6840960,PVC-U蜂窝管,created_catalog
410,e56fedfbac8e465eb64f9b85d6959ddd|镀锌矩管|40*60|吨,e56fedfbac8e465eb64f9b85d6959ddd,镀锌矩管,40*60,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37951.05,1,1,create_catalog,6840961,镀锌矩管,created_catalog
411,58530ad5786b41b68c552d9a4886e060|花岗石|中国黑光面树池石750*100*200|块,58530ad5786b41b68c552d9a4886e060,花岗石,中国黑光面树池石750*100*200,块,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37740.0,1,1,create_catalog,6840962,花岗石,created_catalog
412,cb6268c621a64f40ac69446efd4a4c62|遮光布||米,cb6268c621a64f40ac69446efd4a4c62,遮光布,,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37576.0,1,1,create_catalog,6840963,遮光布,created_catalog
413,483b263c6b464933a7f01f270026c4ff|机制碎石|1~2|m3,483b263c6b464933a7f01f270026c4ff,机制碎石,1~2,m3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37490.9,1,1,create_catalog,6840964,机制碎石,created_catalog
414,b3999429afeb4f039aabc4e44a6e9289|盘螺|HRB400E 10|吨,b3999429afeb4f039aabc4e44a6e9289,盘螺,HRB400E 10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37410.96,1,1,create_catalog,6840965,盘螺,created_catalog
415,5e47dcd29f244d2c84d2caccffeb7788|高线|HPB300 10|吨,5e47dcd29f244d2c84d2caccffeb7788,高线,HPB300 10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37354.46,1,1,create_catalog,6840966,高线,created_catalog
416,57795e79701949d88bddbe0d1674dfd4|热镀锌钢管|100|根,57795e79701949d88bddbe0d1674dfd4,热镀锌钢管,100,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37250.0,1,1,create_catalog,6840967,热镀锌钢管,created_catalog
417,79810dd655d44763992b0d91dc2634e1|彩钢瓦|-|米,79810dd655d44763992b0d91dc2634e1,彩钢瓦,-,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37230.0,1,1,create_catalog,6840968,彩钢瓦,created_catalog
418,4c97df5166994d7b95b821e4b14c709b|干混地面砂浆|M5|t,4c97df5166994d7b95b821e4b14c709b,干混地面砂浆,M5,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,37093.68,1,1,create_catalog,6840969,干混地面砂浆,created_catalog
419,df7bc5dbd5144a80aa1ae0b2c9c9c7ab|板材-阻燃板|1.22*2.44*0.12|平方,df7bc5dbd5144a80aa1ae0b2c9c9c7ab,板材-阻燃板,1.22*2.44*0.12,平方,1,四川保盛建设集团有限公司,confirmed,catalog_missing,36830.74,1,1,create_catalog,6840970,板材-阻燃板,created_catalog
420,aecbee8884894f0885ed06274e1398ef|机制砾石||m3,aecbee8884894f0885ed06274e1398ef,机制砾石,,m3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,36630.0,1,1,create_catalog,6840971,机制砾石,created_catalog
421,4a2f3ba51bbd480698a09521413956aa|土工布|400克|平方米,4a2f3ba51bbd480698a09521413956aa,土工布,400克,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,36420.0,1,1,create_catalog,6840972,土工布,created_catalog
422,609d8b9ffaf5474ea418a96dfc713c52|水箱|3*3*218立方|台,609d8b9ffaf5474ea418a96dfc713c52,水箱,3*3*218立方,台,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35999.98,1,1,create_catalog,6840973,水箱,created_catalog
423,49b01464bfc94994afcf5615ea06c0c5|白色无机涂料||kg,49b01464bfc94994afcf5615ea06c0c5,白色无机涂料,,kg,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35653.6,1,1,create_catalog,6840974,白色无机涂料,created_catalog
424,6f663f9e7a384444a11bc633c7fe53df|电子计算机*服务器|H3C服务器 R270 0G3|套,6f663f9e7a384444a11bc633c7fe53df,电子计算机*服务器,H3C服务器 R270 0G3,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35270.0,2,2,create_catalog,6840975,电子计算机*服务器,created_catalog
425,b4a8d86ee6034b2a848a26d4144a6d59|门窗销售|1500*3600|平方米,b4a8d86ee6034b2a848a26d4144a6d59,门窗销售,1500*3600,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35100.0,1,1,create_catalog,6840976,门窗销售,created_catalog
426,7b062a1902d34add9c11258529ffac50|芝麻灰花岗岩嵌边石|10x25X50|米,7b062a1902d34add9c11258529ffac50,芝麻灰花岗岩嵌边石,10x25X50,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35033.39,1,1,create_catalog,6840977,芝麻灰花岗岩嵌边石,created_catalog
427,440031ced5e741a495db7d4681c032ef|II级钢筋混凝土承插管|D400|米,440031ced5e741a495db7d4681c032ef,II级钢筋混凝土承插管,D400,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,35020.0,1,1,create_catalog,6840978,II级钢筋混凝土承插管,created_catalog
428,d4a4c6c2e86b448d936164d8f1191d6e|镀锌方管|100*100|吨,d4a4c6c2e86b448d936164d8f1191d6e,镀锌方管,100*100,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34800.0,1,1,create_catalog,6840920,镀锌方管,linked_existing_by_business_key
429,e4ba92a3842f4b1b8d0cbddc37da8dbb|外墙腻子粉||吨,e4ba92a3842f4b1b8d0cbddc37da8dbb,外墙腻子粉,,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34533.93,1,1,create_catalog,6840979,外墙腻子粉,created_catalog
430,6f45c4c7ed2a419ab11e1c9edb54de84|LED路灯|100W|套,6f45c4c7ed2a419ab11e1c9edb54de84,LED路灯,100W,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34322.0,1,1,create_catalog,6840980,LED路灯,created_catalog
431,f5033195708245e6a9df3270388d529e|盘圆HPB300|10|吨,f5033195708245e6a9df3270388d529e,盘圆HPB300,10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34111.32,2,2,create_catalog,6840981,盘圆HPB300,created_catalog
432,c75126e923d64c8fa8f5d12453904965|螺纹钢HRB400E|Φ14|吨,c75126e923d64c8fa8f5d12453904965,螺纹钢HRB400E,Φ14,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34019.17,1,1,create_catalog,6840982,螺纹钢HRB400E,created_catalog
433,6a18fc1de33447e2bac1427c35577c20|螺纹钢HRB400E|Φ12|吨,6a18fc1de33447e2bac1427c35577c20,螺纹钢HRB400E,Φ12,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,34000.0,1,1,create_catalog,6840860,螺纹钢HRB400E,linked_existing_by_business_key
434,c12e30c52c754858add6a5c93193621e|隔断门|8*3.2米|㎡,c12e30c52c754858add6a5c93193621e,隔断门,8*3.2米,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33868.8,1,1,create_catalog,6840983,隔断门,created_catalog
435,71efe28661514bb4aaf0a2cf1a4282e5|盘螺HRB400E|Φ10|吨,71efe28661514bb4aaf0a2cf1a4282e5,盘螺HRB400E,Φ10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33793.5,2,2,create_catalog,6840984,盘螺HRB400E,created_catalog
436,c25e38232e8947b199f61d76f193e7d1|水泥运费||吨,c25e38232e8947b199f61d76f193e7d1,水泥运费,,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33565.05,2,1,create_catalog,6840985,水泥运费,created_catalog
437,6da1e291482f41e9ae89f04f829114c6|透水砼罩面剂|标准款-单组份组合装|吨,6da1e291482f41e9ae89f04f829114c6,透水砼罩面剂,标准款-单组份组合装,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33480.0,1,1,create_catalog,6840986,透水砼罩面剂,created_catalog
438,beecc8133bb14f088dcdca756b5970ea|水泥|PSA32.5R袋装|吨,beecc8133bb14f088dcdca756b5970ea,水泥,PSA32.5R袋装,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33290.65,4,4,create_catalog,6840987,水泥,created_catalog
439,cd65aee3fe7d40cf903cb8c50472e672|防裂卷材|2mm|㎡,cd65aee3fe7d40cf903cb8c50472e672,防裂卷材,2mm,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33200.55,2,2,create_catalog,6840988,防裂卷材,created_catalog
440,59e05ac2b09742f28d812602c1b282b1|会议椅|标准|张,59e05ac2b09742f28d812602c1b282b1,会议椅,标准,张,1,四川保盛建设集团有限公司,confirmed,catalog_missing,33000.0,1,1,create_catalog,6840989,会议椅,created_catalog
441,56557b08ffcd4594843989a0348c65df|HDPE钢带增强聚乙烯螺旋波纹管|DN800SN≥10|m,56557b08ffcd4594843989a0348c65df,HDPE钢带增强聚乙烯螺旋波纹管,DN800SN≥10,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32760.0,1,1,create_catalog,6840990,HDPE钢带增强聚乙烯螺旋波纹管,created_catalog
442,cd19f68936ed4178a3f342b569a5be41|电缆|BTTRZ-4*70+1*35|米,cd19f68936ed4178a3f342b569a5be41,电缆,BTTRZ-4*70+1*35,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32686.0,1,1,create_catalog,6840991,电缆,created_catalog
443,320a6a2722a24aa4a1c77c49c77d3df0|螺纹钢|HRB400E 22|吨,320a6a2722a24aa4a1c77c49c77d3df0,螺纹钢,HRB400E 22,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32545.06,2,2,create_catalog,6840704,螺纹钢,linked_existing_by_business_key
444,9c865ff2bbd94c29924753d7ea8cd45a|球墨铸铁水箅|450*750 E600|套,9c865ff2bbd94c29924753d7ea8cd45a,球墨铸铁水箅,450*750 E600,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32185.0,3,1,create_catalog,6840992,球墨铸铁水箅,created_catalog
445,43e1776927da4f7c8a2d1a041d3d4c38|花岗石|芝麻灰嵌边石600*250*150|米,43e1776927da4f7c8a2d1a041d3d4c38,花岗石,芝麻灰嵌边石600*250*150,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32167.8,1,1,create_catalog,6840993,花岗石,created_catalog
446,4f7f704c0a054677a923e9f69f18b997|商品混凝土|C20|m3,4f7f704c0a054677a923e9f69f18b997,商品混凝土,C20,m3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32082.93,1,1,create_catalog,6840661,商品混凝土,linked_existing_by_business_key
447,52997b82362f47df8fb5a2f2e6a2e3ce|石米|3-5mm|吨,52997b82362f47df8fb5a2f2e6a2e3ce,石米,3-5mm,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32000.0,1,1,create_catalog,6840994,石米,created_catalog
448,2b81c7edf56a4802aec9378733f3d25b|钢材矩管|60*60*3|t,2b81c7edf56a4802aec9378733f3d25b,钢材矩管,60*60*3,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32000.0,1,1,create_catalog,6840995,钢材矩管,created_catalog
449,d8087f7287ca40fb8a269e9dcbf6c744|钢材矩管|40*40*3|t,d8087f7287ca40fb8a269e9dcbf6c744,钢材矩管,40*40*3,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,32000.0,1,1,create_catalog,6840996,钢材矩管,created_catalog
450,30c3b8f2ba244318ad38eea4b466520c|盘螺HRB400E|Φ8|吨,30c3b8f2ba244318ad38eea4b466520c,盘螺HRB400E,Φ8,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,31756.14,1,1,create_catalog,6840997,盘螺HRB400E,created_catalog
451,0761112a113942ebb1cdcf4380098940|热轧带肋钢筋|12定尺9米|t,0761112a113942ebb1cdcf4380098940,热轧带肋钢筋,12定尺9米,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,31451.1,1,1,create_catalog,6840998,热轧带肋钢筋,created_catalog
452,f3e8d223d0dd401aabf8bf11253cddb8|片石（码方）||M3,f3e8d223d0dd401aabf8bf11253cddb8,片石（码方）,,M3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,31320.0,1,1,create_catalog,6840999,片石（码方）,created_catalog
453,b7e00d15d0ea4de9a8cc010c003d563e|立柱|114*4.5*100|支,b7e00d15d0ea4de9a8cc010c003d563e,立柱,114*4.5*100,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,30545.0,1,1,create_catalog,6841000,立柱,created_catalog
454,cdc77b2bc8b0456c957685615b4c5e58|马蹄石||平方米,cdc77b2bc8b0456c957685615b4c5e58,马蹄石,,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,30000.0,1,1,create_catalog,6841001,马蹄石,created_catalog
455,67361cae3f424519a4227c5af2d7ee33|热镀锌矩管|100*150|根,67361cae3f424519a4227c5af2d7ee33,热镀锌矩管,100*150,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29957.0,2,1,create_catalog,6841002,热镀锌矩管,created_catalog
456,633cd4fffc44459b847c3989d5044a8e|热镀锌管|DN200|米,633cd4fffc44459b847c3989d5044a8e,热镀锌管,DN200,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29893.5,1,1,create_catalog,6841003,热镀锌管,created_catalog
457,cc0b13faf1e1430d8e69c22a40b69b72|建筑用金属面绝热夹芯板|950*2800|米,cc0b13faf1e1430d8e69c22a40b69b72,建筑用金属面绝热夹芯板,950*2800,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29621.76,1,1,create_catalog,6841004,建筑用金属面绝热夹芯板,created_catalog
458,d9ef093655034be5b8161306ca92061f|热熔反光涂料|25公斤/袋|吨,d9ef093655034be5b8161306ca92061f,热熔反光涂料,25公斤/袋,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29574.0,2,2,create_catalog,6841005,热熔反光涂料,created_catalog
459,ea2bbce933e641b195e831d74347167d|人造文化石|乱型|件,ea2bbce933e641b195e831d74347167d,人造文化石,乱型,件,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29250.0,1,1,create_catalog,6841006,人造文化石,created_catalog
460,cabe55a3abc74f16a8d1d18dba9b8108|高线|HPB300 8|吨,cabe55a3abc74f16a8d1d18dba9b8108,高线,HPB300 8,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,29238.88,1,1,create_catalog,6841007,高线,created_catalog
461,6d346785275747c5b9b513d0a1e2b896|螺纹钢HRB400E|Φ12E|吨,6d346785275747c5b9b513d0a1e2b896,螺纹钢HRB400E,Φ12E,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28929.33,2,2,create_catalog,6841008,螺纹钢HRB400E,created_catalog
462,2b8ca774a36c4176ad9f2432379bf865|镀锌矩管|50*100|吨,2b8ca774a36c4176ad9f2432379bf865,镀锌矩管,50*100,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28710.0,1,1,create_catalog,6841009,镀锌矩管,created_catalog
463,ce5510333f734154903cd4d85fece119|HDPE双壁波纹管|DN110|m,ce5510333f734154903cd4d85fece119,HDPE双壁波纹管,DN110,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28696.94,1,1,create_catalog,6841010,HDPE双壁波纹管,created_catalog
464,f447e6c0884a448995333243c7e9b163|盘螺|Φ10E|吨,f447e6c0884a448995333243c7e9b163,盘螺,Φ10E,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28677.0,1,1,create_catalog,6841011,盘螺,created_catalog
465,45973cd06ede4724bd1c677a3a9e6acb|二级钢筋混凝土承插管|DN400mm|米,45973cd06ede4724bd1c677a3a9e6acb,二级钢筋混凝土承插管,DN400mm,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28665.0,1,1,create_catalog,6841012,二级钢筋混凝土承插管,created_catalog
466,9ecc86dc58d74876873b52623198b4da|青砂石|250*90*50|平方米,9ecc86dc58d74876873b52623198b4da,青砂石,250*90*50,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28665.0,1,1,create_catalog,6841013,青砂石,created_catalog
467,b4b65ac3f0ac4d549d312ca4a34ad78b|盘螺|Φ8E|吨,b4b65ac3f0ac4d549d312ca4a34ad78b,盘螺,Φ8E,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28617.75,1,1,create_catalog,6841014,盘螺,created_catalog
468,48291|瓷砖|400*800|片,48291,瓷砖,400*800,片,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28384.0,1,1,create_catalog,6841015,瓷砖,created_catalog
469,de95c845b63c438bb12efab5d7aeb1df|镀锌角钢|50|支,de95c845b63c438bb12efab5d7aeb1df,镀锌角钢,50,支,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28350.0,2,2,create_catalog,6841016,镀锌角钢,created_catalog
470,a00f1cd561c04f3380901b07c1cea485|钢筋混凝土井筒|Φ800|米,a00f1cd561c04f3380901b07c1cea485,钢筋混凝土井筒,Φ800,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28287.0,1,1,create_catalog,6841017,钢筋混凝土井筒,created_catalog
471,036a93f3dd9741e092dd64bf44e34a5c|盘螺|HRB400E Φ10|吨,036a93f3dd9741e092dd64bf44e34a5c,盘螺,HRB400E Φ10,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28182.57,1,1,create_catalog,6841018,盘螺,created_catalog
472,80c196979f684e478148c6c2c60def2a|普通硅酸盐水泥|32.5号散装|t,80c196979f684e478148c6c2c60def2a,普通硅酸盐水泥,32.5号散装,t,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28137.0,1,1,create_catalog,6841019,普通硅酸盐水泥,created_catalog
473,a8f62c4e41d542c1bea696c61e78d021|彩钢||米,a8f62c4e41d542c1bea696c61e78d021,彩钢,,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,28112.0,2,1,create_catalog,6841020,彩钢,created_catalog
474,c0aa74ed357a4feea53c64fe49d6275e|球墨铸铁井盖|Φ700E600|套,c0aa74ed357a4feea53c64fe49d6275e,球墨铸铁井盖,Φ700E600,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27600.0,1,1,create_catalog,6841021,球墨铸铁井盖,created_catalog
475,6cb1f4e798f642e7be3d949e36996149|芝麻灰花岗石嵌边石|10×25×50cm|m,6cb1f4e798f642e7be3d949e36996149,芝麻灰花岗石嵌边石,10×25×50cm,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27192.05,2,2,create_catalog,6841022,芝麻灰花岗石嵌边石,created_catalog
476,3b1de468a5e54e89baf793bd3838793c|II级国标钢筋砼平口管|Φ800|m,3b1de468a5e54e89baf793bd3838793c,II级国标钢筋砼平口管,Φ800,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27143.4,1,1,create_catalog,6841023,II级国标钢筋砼平口管,created_catalog
477,5b6ddaefd4d5464a8630d4fe6bc1262a|金桂兰水泥|42.5|吨,5b6ddaefd4d5464a8630d4fe6bc1262a,金桂兰水泥,42.5,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27035.0,2,2,create_catalog,6841024,金桂兰水泥,created_catalog
478,36990081f0894ddfb64530dd7caa3e62|内墙腻子粉||吨,36990081f0894ddfb64530dd7caa3e62,内墙腻子粉,,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27000.07,1,1,create_catalog,6841025,内墙腻子粉,created_catalog
479,3549c78036a747fb9e3c9e53eff1f9a9|花岗石*芝麻灰烧面|600*300*30|平方米,3549c78036a747fb9e3c9e53eff1f9a9,花岗石*芝麻灰烧面,600*300*30,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,27000.0,1,1,create_catalog,6841026,花岗石*芝麻灰烧面,created_catalog
480,a9c4731ec73c44898aef072b54f1ddcd|标牌||套,a9c4731ec73c44898aef072b54f1ddcd,标牌,,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26938.0,1,1,create_catalog,6841027,标牌,created_catalog
481,6760e472ccb34aab80411a9a469af3ec|热镀锌方管|150*150|根,6760e472ccb34aab80411a9a469af3ec,热镀锌方管,150*150,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26697.0,2,1,create_catalog,6841028,热镀锌方管,created_catalog
482,610cccbbdfa24ec88d71570b749ebeee|PE管|DN100|米,610cccbbdfa24ec88d71570b749ebeee,PE管,DN100,米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26622.0,1,1,create_catalog,6841029,PE管,created_catalog
483,1581a736252144b891e0983ef4c01205|红色洗米石|4-6mm|吨,1581a736252144b891e0983ef4c01205,红色洗米石,4-6mm,吨,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26580.0,4,3,create_catalog,6841030,红色洗米石,created_catalog
484,fac45e177497446d94b0e033b6c8d7ad|商品混凝土|C25细石|M3,fac45e177497446d94b0e033b6c8d7ad,商品混凝土,C25细石,M3,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26400.0,1,1,create_catalog,6841031,商品混凝土,created_catalog
485,eea90a12d8b643a0a0b9fb66f35f520d|双壁波纹管|DN300管件|m,eea90a12d8b643a0a0b9fb66f35f520d,双壁波纹管,DN300管件,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26358.78,1,1,create_catalog,6841032,双壁波纹管,created_catalog
486,39f4abbff7434a43a2f0d6bddc4391b3|镀锌钢管|100|根,39f4abbff7434a43a2f0d6bddc4391b3,镀锌钢管,100,根,1,四川保盛建设集团有限公司,confirmed,catalog_missing,26066.0,2,2,create_catalog,6841033,镀锌钢管,created_catalog
487,f1dd19e1da454d13974088b7b835355f|避雷网|-50*5|m,f1dd19e1da454d13974088b7b835355f,避雷网,-50*5,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25974.4,1,1,create_catalog,6841034,避雷网,created_catalog
488,40292156c7b0496287bc5c13a24a0716|地下管线探测仪|精蛰2.0|套,40292156c7b0496287bc5c13a24a0716,地下管线探测仪,精蛰2.0,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25920.0,1,1,create_catalog,6841035,地下管线探测仪,created_catalog
489,b90c5244bd6e4f9d8a018e81ddd275ea|钢质花饰大门|4000*2100|平方米,b90c5244bd6e4f9d8a018e81ddd275ea,钢质花饰大门,4000*2100,平方米,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25800.0,1,1,create_catalog,6841036,钢质花饰大门,created_catalog
490,e289809fb8f0406c85a659854867d8cb|成品腻子膏|一般型（Y )|kg,e289809fb8f0406c85a659854867d8cb,成品腻子膏,一般型（Y ),kg,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25799.67,1,1,create_catalog,6841037,成品腻子膏,created_catalog
491,5e9300fd1b684e409c5bc2cf6fec341f|复合土工膜|400g|㎡,5e9300fd1b684e409c5bc2cf6fec341f,复合土工膜,400g,㎡,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25456.96,1,1,create_catalog,6841038,复合土工膜,created_catalog
492,44b23126f8904401ad9f1dc818f32506|钢筋混凝土承插管 D400mm|Ⅱ级|m,44b23126f8904401ad9f1dc818f32506,钢筋混凝土承插管 D400mm,Ⅱ级,m,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25447.42,1,1,create_catalog,6841039,钢筋混凝土承插管 D400mm,created_catalog
493,e03b7ae35c654a9d929a855e126ef0f6|卫生间隔断||套,e03b7ae35c654a9d929a855e126ef0f6,卫生间隔断,,套,1,四川保盛建设集团有限公司,confirmed,catalog_missing,25272.0,1,1,create_catalog,6841040,卫生间隔断,created_catalog
