project_id,name,project_code,current_operation_strategy,target_operation_strategy,action,reason,other_system_id,legacy_project_id,project_environment
117,四川建筑职业技术学院德阳校区2025年大型修缮项目,PRJ260116,direct,joint,set,existing_new_system_project,223769,258b21f44ab54667a6829247d381d5a6,
118,经开区市政设施零星工程维护,PRJ260117,direct,joint,set,existing_new_system_project,109685,25b4b41289db4972b662289d6ff3749f,正式项目
119,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目（标包1）,PRJ260118,direct,joint,set,existing_new_system_project,109768,2654c8c1ef73434dbdd7c45812a573db,正式项目
120,德阳饶益四组小二楼观潮起项目,PRJ260119,direct,joint,set,existing_new_system_project,109528,267ac2470a1e48ccbd665b5a08e2ff9c,正式项目
121,中国移动四川公司2025-2027年全省汇聚机房土建工程施工集中采购项目（标包4-乐山分公司）框架协议,PRJ260120,direct,joint,set,existing_new_system_project,238992,26a87546cbc24afcb6852904c53cf90c,
122,包维柏工程,PRJ260121,direct,joint,set,existing_new_system_project,109680,26f685eeab8b4ab5a7942ac6cf1a2982,正式项目
123,集团五楼男卫生间渗水修缮项目,PRJ260122,direct,joint,set,existing_new_system_project,121380,273761d991fe4d4096abe5279b44b776,
124,涪城区丰谷镇2025年大中型水库移民后期扶持资金项目（中央第一批）,PRJ260123,direct,joint,set,existing_new_system_project,223943,273ebc3fe2784a59b7a6aee30575081d,
125,绵竹市城区停车场建设项目二期设计施工（一标段）项目模板脚手架专业分包工程,PRJ260124,direct,joint,set,existing_new_system_project,215571,28020d9fe0c345f295ebbf4b41c119e4,
126,德阳市寿丰河截污干管工程、中江县城 镇污水处理设施及配套管网项目等四个项目厂站及管网维修、服务单位的采购项目,PRJ260125,direct,joint,set,existing_new_system_project,109422,282fc5242a4f465cae7d7630c279ef91,正式项目
127,美林康城售楼部绿化改造,PRJ260126,direct,joint,set,existing_new_system_project,109424,2838f6304aa84ca891cf8b55fafca171,正式项目
128,璧山区正兴镇龙家河河堤水毁修复工程,PRJ260127,direct,joint,set,existing_new_system_project,224479,2865a4a7b99940cfa2653c54b26edf99,
129,重庆市璧山区青杠街道山洪沟整治项目,PRJ260128,direct,joint,set,existing_new_system_project,164059,28b43ef4516445d8a54326b977288fba,
130,鸿图府项目第二期建筑安装工程,PRJ260129,direct,joint,set,existing_new_system_project,109616,290615a7138e49228ce83d02514c1372,正式项目
131,蓬溪县汽车城二期建设项目,PRJ260130,direct,joint,set,existing_new_system_project,109850,292584f7b81f40579ab90504983a05fc,正式项目
132,阿克陶县人民医院医技楼配电安装工程项目,PRJ260131,direct,joint,set,existing_new_system_project,109390,29c0549f98024dc0937823da66701bbc,正式项目
133,某部车库建设项目,PRJ260132,direct,joint,set,existing_new_system_project,109369,29cf2f89c2b94a19b4c8689f8199a2a3,正式项目
134,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（施工2）,PRJ260133,direct,joint,set,existing_new_system_project,109785,29dff975ab4b42b5bc941af2c04b7cec,正式项目
135,八角星坐标项目景观坡道优化调整工程劳务分包,PRJ260134,direct,joint,set,existing_new_system_project,179400,2a90203d1f0f420b841d1eca197f3a4d,
136,引入社会资金共同打造游泳高水平运动员后备人才培养项目,PRJ260135,direct,joint,set,existing_new_system_project,109400,2ac906a09ef840688c8e4045a351367f,正式项目
137,东湖街道老旧街区改造城市更新项目（一期）-秦岭山路（黄河路-玉泉路）提升改造工程,PRJ260136,direct,joint,set,existing_new_system_project,238988,2adfc1940c6446e5b5db0f0e3339eeff,
138,博雅学校小学部1号楼屋面装饰改造功能用房采购项目施工合同,PRJ260137,direct,joint,set,existing_new_system_project,109468,2afee25a79664b53a6a8a8740bcf6d4b,正式项目
139,广元龙江电力宾馆消防管道改造施工,PRJ260138,direct,joint,set,existing_new_system_project,109795,2b26ad9411f0477886faff502f0d606d,正式项目
140,德阳市旌阳区医养结合中心及精神病院区建设项目新增电缆及给排水管工程,PRJ260139,direct,joint,set,existing_new_system_project,109462,2b62b87ee1a04fcb862ba23ce0e72367,正式项目
141,上海二十冶西南公司四川省广汉市职业中专学校迁建项目土石方专业分包工程,PRJ260140,direct,joint,set,existing_new_system_project,261622,2c2cf0230879448b8aa65a135baa1292,
142,中江县北塔南北干道至东二环道路二期工程,PRJ260141,direct,joint,set,existing_new_system_project,109659,2c8212fcec854602883cf1f1b88f9354,正式项目
143,绵阳市游仙区魏城镇竹柳村（原柳塔村3组）通组道路硬化工程项目,PRJ260142,direct,joint,set,existing_new_system_project,109353,2cc4764ad05e4c5ebaeaf4d5a85c5cd7,
144,剑阁2019年村道窄路加宽工程圈龙乡太吉村,PRJ260143,direct,joint,set,existing_new_system_project,109797,2cd51f2a8f064ef691347e5fee5d83fb,正式项目
145,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务（第二次）,PRJ260144,direct,joint,set,existing_new_system_project,109632,2cdca43cbcab4faf95cdbc99a09a1454,正式项目
146,国网四川天府新区龙泉驿区供电公司柏合供电所,PRJ260145,direct,joint,set,existing_new_system_project,109605,2d0c8990b9944c60b5ea355035049c1b,正式项目
147,东湖山水零星工程,PRJ260146,direct,joint,set,existing_new_system_project,,2e22b1e9bd614b3a9b1abc3ac9cdc912,正式项目
148,四川建筑职业技术学院德阳校区综合办公楼西侧会议室等维修改造项目,PRJ260147,direct,joint,set,existing_new_system_project,109406,2e82c7a28d2d4455a075564650a4caf9,正式项目
149,2015年市级农业综合开发土地治理项目工程,PRJ260148,direct,joint,set,existing_new_system_project,109588,2e9c130a609342e28328c728d28b9eb7,正式项目
150,盐亭县2024年新章路、垢巨路、刘黑路水毁恢复工程,PRJ260149,direct,joint,set,existing_new_system_project,198589,2ea97dc724a9493ea18676d910616d8a,
151,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,PRJ260150,direct,joint,set,existing_new_system_project,109568,2ec0da21560a45959b90a77d12866c51,正式项目
152,龙洲湾公交站场排水沟沟盖板维修,PRJ260151,direct,joint,set,existing_new_system_project,109367,2f3cdff1dafd40c4b92d3be23af67b52,正式项目
153,绵竹市南轩中学体育馆篮球场维修改造工程,PRJ260152,direct,joint,set,existing_new_system_project,109609,2f4e8d6faf9840918cd916598df3b526,正式项目
154,德阳市人民医院门诊大楼装饰工程,PRJ260153,direct,joint,set,existing_new_system_project,109458,2f52db447c8f40c386caad3664fade2b,正式项目
155,四川航天技术学院龙泉校区停车场维修项目,PRJ260154,direct,joint,set,existing_new_system_project,109637,2fc661b9f89343febe46538b446c07f5,正式项目
156,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议,PRJ260155,direct,joint,set,existing_new_system_project,109447,2fd504d1871e4b86a2ae42d8e1ed8810,正式项目
157,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）,PRJ260156,direct,joint,set,existing_new_system_project,109835,3021356f755143a8b18255091cc9c42b,正式项目
158,剑阁县2018年鹤龄镇村级公共服务项目,PRJ260157,direct,joint,set,existing_new_system_project,109813,308f3a386994423093c36b6d02452501,正式项目
159,剑阁县公兴镇新生村风貌打造项目,PRJ260158,direct,joint,set,existing_new_system_project,109809,30f93b0db7b445d7afc04dbc99de3d65,正式项目
160,17中核二三中核城建德阿项目屋面光伏安装专业分包常规采购,PRJ260159,direct,joint,set,existing_new_system_project,,31a7ff8889074872ba3fb0ffe36c48a3,
161,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,PRJ260160,direct,joint,set,existing_new_system_project,109621,32cdeb11726f42ec80dc90d7405ef8a3,正式项目
162,中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务,PRJ260161,direct,joint,set,existing_new_system_project,115135,332807dc401e4bc5802578da12fe8d98,
163,剑阁县广播局会议室装修工程项目,PRJ260162,direct,joint,set,existing_new_system_project,109755,335e9c88d30c46f6bdd970a80d241b00,正式项目
164,某部队年度零星工程建设项目,PRJ260163,direct,joint,set,existing_new_system_project,238619,339f28c8a4a44c5bb33e1c9d7ab1ff30,
165,天府*零星维修工程,PRJ260164,direct,joint,set,existing_new_system_project,,33ab9f94a9bb46ad94b52504ab8f807f,正式项目
166,南开两江中学学校宿舍改造工程,PRJ260165,direct,joint,set,existing_new_system_project,109656,33bf23a069304419a4c259caf04473a8,正式项目
167,绵阳市安州区2025年制种大县项目-生产机电设施建设工程,PRJ260166,direct,joint,set,existing_new_system_project,,33ff927b2a7349f4a3ec8e8795db98ee,
168,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目,PRJ260167,direct,joint,set,existing_new_system_project,170024,35aa78045dea48e082cae3f783e952b6,
169,谢勤林工程（万兴项目）,PRJ260168,direct,joint,set,existing_new_system_project,109729,35d5e3007cae414ebdcf9b2dc65d84b4,正式项目
170,广州铁路运输检察分院、广州铁路运输检察院办案和专业技术用房工程项目室外园建工程及配套工程,PRJ260169,direct,joint,set,existing_new_system_project,,3621dc3c5f164603adc3ed0e9ac83aa0,
171,铜梁区二坪镇严家村二、三、五组公路工程,PRJ260170,direct,joint,set,existing_new_system_project,109733,369f099d737d448aa55cd8f191da953b,正式项目
172,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,PRJ260171,direct,joint,set,existing_new_system_project,109696,36e5e7c783fb4fa5941a032db7afbd05,正式项目
173,璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段,PRJ260172,direct,joint,set,existing_new_system_project,109441,3713a6cc17f7489f8639d13701cb6376,正式项目
174,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,PRJ260173,direct,joint,set,existing_new_system_project,109647,37a2903cc4f94a9194faedfa2148bb0e,正式项目
175,莎车县低压电力设施改造项目施工第二标段,PRJ260174,direct,joint,set,existing_new_system_project,109386,37c8dab219e04007af40a2ee780477bf,正式项目
176,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,PRJ260175,direct,joint,set,existing_new_system_project,109634,387477e67b134c0ba596acb49fccc62c,正式项目
177,什邡市经济开发区横十七路,PRJ260176,direct,joint,set,existing_new_system_project,109661,3874b7b8947c4d5295911523127a1f1e,正式项目
178,广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包,PRJ260177,direct,joint,set,existing_new_system_project,261155,38a5b46f53294ed7bcd2ed60c2a8ab46,
179,医院商业服务配套安装工程,PRJ260178,direct,joint,set,existing_new_system_project,258463,38a935363c53402fa59ee99c9170f8de,
180,成绵高速德阳收费站维修工程,PRJ260179,direct,joint,set,existing_new_system_project,109715,38c01559277a45fb94bb9ed9f5786812,正式项目
181,宝峰山艺术大集项目,PRJ260180,direct,joint,set,existing_new_system_project,109537,38f30547796a4f46886ca433be91fe6d,正式项目
182,金螺湾及文德湖游乐设备维修与更换,PRJ260181,direct,joint,set,existing_new_system_project,214322,39285206b95d44a08baa37c84a6324ed,
183,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）,PRJ260182,direct,joint,set,existing_new_system_project,109765,39a156d94025490fbd873db0c05f3d37,正式项目
184,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,PRJ260183,direct,joint,set,existing_new_system_project,109544,39b007f2fcac4bcabaed31c907846e8b,正式项目
185,西昌市西部城区B2-05地块房地产开发项目泛光照明,PRJ260184,direct,joint,set,existing_new_system_project,200132,39fd0175180d446094aec581afd6d558,
186,旌阳区综合管廊项目钱塘江路段支护及防水工程二标,PRJ260185,direct,joint,set,existing_new_system_project,188212,3a08110abc76473aa8180fc16f9395b7,
187,龙泉驿区第六中学校维修改造工程,PRJ260186,direct,joint,set,existing_new_system_project,109591,3a2e0ff623244bde8579b35b0c53afad,正式项目
188,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,PRJ260187,direct,joint,set,existing_new_system_project,109578,3a74f431115c4b7ba18453ff63ba3053,正式项目
189,米易东站屋顶花园项目,PRJ260188,direct,joint,set,existing_new_system_project,109414,3adb3048f736424e8d5ebd782afd9da0,正式项目
190,生态岛智能智造成果转化空间工程钢结构专业分包,PRJ260189,direct,joint,set,existing_new_system_project,109419,3ae7963b49614ce8ba4c2066b4134452,正式项目
191,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,PRJ260190,direct,joint,set,existing_new_system_project,109513,3af445162bf648d5908818cb37d4e006,正式项目
192,绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程,PRJ260191,direct,joint,set,existing_new_system_project,214544,3bad15a1318247b5b6c8250d31dff07f,
193,通江大道石塔立交北侧下穿通道工程,PRJ260192,direct,joint,set,existing_new_system_project,109673,3c67d2421ff24496a410fde08278dcda,正式项目
194,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,PRJ260193,direct,joint,set,existing_new_system_project,109834,3ce020ce08294f8dbdb7c86f5d9ba50a,正式项目
195,“三供一业“院落自来水管网改造工程,PRJ260194,direct,joint,set,existing_new_system_project,109753,3ce2dcf5527242848ef633aa08088b48,正式项目
196,德阳高新区万福棚改二期大门改造工程机电安装专业分包,PRJ260195,direct,joint,set,existing_new_system_project,109364,3d9adf1f35c648e182d821f1fd826589,
197,简乃华工程（八角卫生院项目）,PRJ260196,direct,joint,set,existing_new_system_project,109736,3ddb4ef7f09a4280b7ef904a6f6e5275,正式项目
198,会理县2017年国家农业综合开发土地治理结余资金建设项目,PRJ260197,direct,joint,set,existing_new_system_project,109843,3ddc904f2c7b43d283abbfa56acf1c43,正式项目
199,安广公司工程,PRJ260198,direct,joint,set,existing_new_system_project,,3e1ee921c69441e4abd84185189267dc,正式项目
200,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段,PRJ260199,direct,joint,set,existing_new_system_project,179949,3f40674fb14b4bcd9225f37b21e5c2d3,
201,剑阁县圈龙乡新桥村文化室,PRJ260200,direct,joint,set,existing_new_system_project,109811,3ffba2d0c30c466d8e835e1e5b73c165,正式项目
202,杰阳排水有限公司采购零星修缮服务,PRJ260201,direct,joint,set,existing_new_system_project,163408,401b1e7a1b11498e92e74070e4b7fbb7,
203,德阳万达小贰楼项目土方开挖工程,PRJ260202,direct,joint,set,existing_new_system_project,,4084a60acdd3440bb5503c043ea20f8f,正式项目
204,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）,PRJ260203,direct,joint,set,existing_new_system_project,109698,409e165a85264d6c9e22085d02dcd09a,正式项目
205,德阳市中心城区照明改造工程-千山街国土局路段等5处10KV配电工程,PRJ260204,direct,joint,set,existing_new_system_project,,410aacffed5d4eec9736cdf5395bb301,
206,渝北区龙泉水库大坝公路西侧人行便道扶助工程,PRJ260205,direct,joint,set,existing_new_system_project,109483,412983e6b51f4ee294e20096b18c608d,正式项目
207,岳普湖县2020年棚户区改造安置小区建设项目一标段,PRJ260206,direct,joint,set,existing_new_system_project,109557,417d8d223a784630877b006d8067e142,正式项目
208,李家沱战场入口地面修复工程,PRJ260207,direct,joint,set,existing_new_system_project,109361,41aca2a81e6c4a9bb7ed5f31a3c42b7b,
209,疏勒县第二幼儿园消防改造项目,PRJ260208,direct,joint,set,existing_new_system_project,178742,422cc4f78b52472eb1b71ad9ff9200c5,
210,旌阳区综合管廊项目钱塘江路段支护及防水工程一标,PRJ260209,direct,joint,set,existing_new_system_project,188213,4286c6fbba3849cfb7511f2328f88115,
211,德阳市自来水公司给水管道维修工程2022,PRJ260210,direct,joint,set,existing_new_system_project,,42bdd94db1f945cf9f7d6d328bd15859,正式项目
212,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,PRJ260211,direct,joint,set,existing_new_system_project,109763,432bb7a6a36e4ec38819ec2a5f1e0bff,正式项目
213,喀什西克尔水库架空线路和配电工程专业分包,PRJ260212,direct,joint,set,existing_new_system_project,163409,43e058a2dd5943058742f938cc67e10e,
214,四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程,PRJ260213,direct,joint,set,existing_new_system_project,109393,44169b333e24436aa3592d06b9d2a0c3,正式项目
215,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程,PRJ260214,direct,joint,set,existing_new_system_project,188210,44a080a6bc8748249e2bf6b80e78ed62,
216,2023年渝中区绿管处冬季行道树修剪,PRJ260215,direct,joint,set,existing_new_system_project,139651,4550afe95e6749fd9dfcb7a7706464ee,
217,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）,PRJ260216,direct,joint,set,existing_new_system_project,109774,4599a87b64d84b98ba596dee410c0ace,正式项目
218,拉萨市柳梧新区管网改造,PRJ260217,direct,joint,set,existing_new_system_project,109574,45cbbe788bee4d1eb75ce24a99344dc7,正式项目
219,五里坪站场发停车区域调整综合改造工程,PRJ260218,direct,joint,set,existing_new_system_project,109356,45d84b461f8a4be491fda41b4a6c5d13,
220,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程,PRJ260219,direct,joint,set,existing_new_system_project,109734,462accb179fa48fa936ec1384f15cdc9,正式项目
221,重庆机场集团有限公司李俭锋零星综合项目,PRJ260220,direct,joint,set,existing_new_system_project,109464,4634958cd5bc4cf8a096f5771b235fe2,正式项目
222,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程,PRJ260221,direct,joint,set,existing_new_system_project,109684,4634f972dcbe42ed88343d4e9e994daf,正式项目
223,绵阳市涪城区教工幼儿园维修装饰工程,PRJ260222,direct,joint,set,existing_new_system_project,170025,466147b763814ec5811faa81275d1081,
224,广汉市连山镇农村集体经济融合发展示范项目——广汉市连山镇农产品展示展销中心（二期）劳务分包工程,PRJ260223,direct,joint,set,existing_new_system_project,181028,46792322bab04858b17a5b9e3345cf5d,
225,高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段,PRJ260224,direct,joint,set,existing_new_system_project,109668,4693df15d594434c95aa9a3304b3a058,正式项目
226,金阳县青松乡中坪村至白银厂村连接路工程,PRJ260225,direct,joint,set,existing_new_system_project,109726,46b7613b1b2c4a6e918815ee5b8e5969,正式项目
227,临空经济总部大楼A栋9层装修装饰工程,PRJ260226,direct,joint,set,existing_new_system_project,139654,47134879c069447c8eb6730a33939c9c,
228,渝北区双龙水库管理所2024年水库维修养护工程,PRJ260227,direct,joint,set,existing_new_system_project,179054,47450def75994d9899db7eef50f5c0f0,
229,四川省德阳市2012-2013年中小河流水文监测系统新建水文站-站房工程,PRJ260228,direct,joint,set,existing_new_system_project,142340,4797240705544506a61fe48f4331e6dc,
230,西藏军区工程建设项目临时器材库和装备库建设项目（2302项目）.,PRJ260229,direct,joint,set,existing_new_system_project,,47ed9576f8bb462c8d3092603084f690,
231,生产线及生活区区防水工程,PRJ260230,direct,joint,set,existing_new_system_project,224478,485a8ffc95b04691b30085b2d0207339,
232,德阳市旌阳区八角井镇卫生院-各类设施零星维护管理,PRJ260231,direct,joint,set,existing_new_system_project,109377,4860c86d34c74e858db90a3e7940327b,正式项目
233,何埂小学新建综合楼、食堂及运动场工程,PRJ260232,direct,joint,set,existing_new_system_project,109675,4a4ed31a48164cee80671c16275f4ad7,正式项目
234,三标段旌湖路（秦岭山路至峨眉山南路）10kv下地改造工程,PRJ260233,direct,joint,set,existing_new_system_project,109394,4ab6f7c219e2421fa998d1d575ee8496,正式项目
235,建工五建——科发泰升人和——装饰装修2专业分包,PRJ260234,direct,joint,set,existing_new_system_project,176758,4ac61c70932e4dfa870ddf06ed5b36d2,
236,布拖县2016年—2019年安全住房地质隐患应急抢险项目,PRJ260235,direct,joint,set,existing_new_system_project,109714,4ad2dea566464eba8851e0dd675d1583,正式项目
237,德阳新城吾悦广场商业及住宅整期建设工程维修工程,PRJ260236,direct,joint,set,existing_new_system_project,109613,4ae5c8869c02493bb691c66b26fcba3b,正式项目
238,全国新增1000亿斤粮食生产能力安居区2018年田间工程建设项目二标段,PRJ260237,direct,joint,set,existing_new_system_project,109838,4b7a21220a1040129a798b604acdf5f1,正式项目
239,四川建筑职业技术学院西区运动场舞台工程,PRJ260238,direct,joint,set,existing_new_system_project,109560,4b868719ff8e43fbaf928e79f4aabf0c,正式项目
240,雅瑶东路教育设施建设项目（雅瑶东路小学）,PRJ260239,direct,joint,set,existing_new_system_project,109788,4b89ee16cc58497bac061d8ae5fddd82,正式项目
241,2024年中江县永兴镇七郎村集体经济扶持村项目,PRJ260240,direct,joint,set,existing_new_system_project,177244,4b8d30c6415f4768a994a73e75896668,
242,旌阳区综合管廊项目庐山路段支护及防水3标,PRJ260241,direct,joint,set,existing_new_system_project,109418,4bbff2852e8e46d38ceb8ed5b1c9de84,正式项目
243,77561部队制供氧站用房新建项目,PRJ260242,direct,joint,set,existing_new_system_project,212777,4c2a355dd42d488083fe81525363142f,
244,罗江区2022年暴雨洪灾水毁灾后重建覆岸覆土工程-凯江段新增杂草、杂树清理施工劳务,PRJ260243,direct,joint,set,existing_new_system_project,109521,4c749e69caeb45ec9708bf4db81cde17,正式项目
245,青川县营盘乡永红村农村安全饮水,PRJ260244,direct,joint,set,existing_new_system_project,109815,4c93e1d422624fcf830d807d95e272a9,正式项目
246,四川纹江致远建筑开发工程有限公司2025-2026年度管道临时封堵专业分包,PRJ260245,direct,joint,set,existing_new_system_project,202004,4cc5641ac4af46a4b021cf514887cf4b,
247,旌阳区综合管廊项目泰山路段支护及防水工程一标,PRJ260246,direct,joint,set,existing_new_system_project,115131,4d1d59a3abc94504972df359e27af61f,
248,大唐甘肃发电有限公司碧口水力发电厂碧口水电站右岸泄洪洞护坦防护结构改造施工,PRJ260247,direct,joint,set,existing_new_system_project,177128,4d5d46d841c24c629fd4ebdd4796980f,
249,某部家属楼暖气更换项目,PRJ260248,direct,joint,set,existing_new_system_project,236670,4daa72750bcc496aaebbf008fc28659c,
250,南货站库区9号安全哨空调线 管维修等7项维修,PRJ260249,direct,joint,set,existing_new_system_project,109438,4dbaf1390e46481aaf4835b25933910a,正式项目
251,西昌市市政建设工程管理处亮化材料（含安装）采购项目,PRJ260250,direct,joint,set,existing_new_system_project,109520,4de47622b3e6404a98ad734ddc53f27a,正式项目
252,中国移动四川公司市州分公司2025年—2028年管理用房及生产枢纽楼公共区域零星维修项目的标包13 南充,PRJ260251,direct,joint,set,existing_new_system_project,238987,4e69feaf5c854b54a44de07e4e94300c,
253,重庆市綦江区育英高级中学建设工程（一标段）,PRJ260252,direct,joint,set,existing_new_system_project,191775,4e9dbc2aa6534022b42a254295b52e34,
254,仙足岛阜康医院前人行道改造项目,PRJ260253,direct,joint,set,existing_new_system_project,215567,4ecb23acaad749acb971656d3f92322b,
255,江陵路快速化改造一期工程PB0+560-PB1+180庞北恢复及拆除残桥工程,PRJ260254,direct,joint,set,existing_new_system_project,109397,4ee72935ae304f56b051798722befec3,正式项目
256,广汉市第二十三污水处理站新增五里村五组污水管网工程项目,PRJ260255,direct,joint,set,existing_new_system_project,109541,4f039bfb37e049cf890e468d00178e45,正式项目
257,2023年中江县普兴镇村社道路建设项目,PRJ260256,direct,joint,set,existing_new_system_project,109415,4f2b6e3ed6db4e15bf7a475e00d8e73c,正式项目
258,保盛公司采购平台,PRJ260257,direct,joint,set,existing_new_system_project,109691,4f86be86dc0f46508613c812126849d5,正式项目
259,大興壹號售楼部装修项目,PRJ260258,direct,joint,set,existing_new_system_project,109710,4f8d48ca33fc442a8577308228eea07e,正式项目
260,重庆巴南区华南城充电站建设,PRJ260259,direct,joint,set,existing_new_system_project,109559,4fc55dfb8a2e415cbcca4db2f9df2dbf,正式项目
261,中铁十九局集团有限公司1415项目P、T 点位,PRJ260260,direct,joint,set,existing_new_system_project,225083,5011e3673ec54e11a2e2a47a47ab34e1,
262,英吉沙县乡村两级锅炉改造项目第三标段,PRJ260261,direct,joint,set,existing_new_system_project,181660,5090c7dcbced4376817b6721cf5db568,
263,中江县联合镇中心学校群星分校新建运动场项目工程,PRJ260262,direct,joint,set,existing_new_system_project,109808,512df28c4b854d4aac32bb7f394b5275,正式项目
264,四川金鑫公司职工家属区“三供一业”分离移交物业设施维修改造项目（东区）-防水工程,PRJ260263,direct,joint,set,existing_new_system_project,109539,513f713857db46e196f61d6df8257fd1,正式项目
265,四川省烟草公司宜宾市公司外租仓库维修项目,PRJ260264,direct,joint,set,existing_new_system_project,109494,517794218ca44c1a8b95ea1a3b9ee01d,正式项目
266,仁中风华二期工程,PRJ260265,direct,joint,set,existing_new_system_project,109677,518c8c43a90f43558a535828b8be342d,正式项目
267,中建七局天府大道北延线（德阳段）项目桥面防水工程,PRJ260266,direct,joint,set,existing_new_system_project,115136,51f509199c434dd0a6f1f6f3dfced9d7,
268,铜梁区永嘉镇2020年断头路、联网路建设圣水村八组、塘坪村十一组、十七组公路工程,PRJ260267,direct,joint,set,existing_new_system_project,109694,5216a7e00d554423bb2e77f6b7dd0d9c,正式项目
269,【广州市花都区殡仪馆迁建工程施工总承包】项目【室外（园建、绿化、道路及护坡工程）】工程,PRJ260268,direct,joint,set,existing_new_system_project,109744,52278e622558409db167eca9eba8c8b8,正式项目
270,苍溪县五龙镇三会园区房屋拆迁复垦工程,PRJ260269,direct,joint,set,existing_new_system_project,109636,523f3ae95af74fd187567b113e642c10,正式项目
271,德阳市旌阳区东湖-和新（崴和路）道路改建工程（K4+140-K4+790边坡滑坡治理）,PRJ260270,direct,joint,set,existing_new_system_project,115133,52dbcbcb460349ecac1ec682f9129b29,
272,罗江区滨河路沿线健康骑游道项目块料铺贴劳务分包（第五次）,PRJ260271,direct,joint,set,existing_new_system_project,109600,530af800e78245f9a9975f80d9587ced,正式项目
273,智慧之心项目2#、3#、4#、5#楼及裙楼景观绿化工程专业分包项目,PRJ260272,direct,joint,set,existing_new_system_project,237380,531c46015cb843b1a330c71e092fef13,
274,潼南支行东安分理处营业网点主体装修工程项目,PRJ260273,direct,joint,set,existing_new_system_project,,53647e839a2b4f8195342eef3dcc8264,
275,新场乡长虹村灌溉蓄水池及防洪沟修建项目,PRJ260274,direct,joint,set,existing_new_system_project,109823,5364878e0dc142c6b133d57c6eb09980,正式项目
276,中国移动四川公司广元分公司2021-2022年渠道维修采购项目框架协议,PRJ260275,direct,joint,set,existing_new_system_project,109649,53c2eb41efaf4f7189405125701e67b1,正式项目
277,伽师县工业园区空气源供热建设项目（二次）二标段,PRJ260276,direct,joint,set,existing_new_system_project,120165,53d146fb74524859a820019e03d8a8dc,
278,重庆翰博光电工业园项目一期B部分（2#厂房）工程,PRJ260277,direct,joint,set,existing_new_system_project,109848,541e6dbb75224e48b0ab8c09c28c70ef,正式项目
279,露天破碎站地中衡工程,PRJ260278,direct,joint,set,existing_new_system_project,109569,5533cd035fea4b59ba91ebb3e16b6d5d,正式项目
280,青龙工业园区污水管网改造项目（第二期） 劳务分包,PRJ260279,direct,joint,set,existing_new_system_project,109420,55804d7aa29f40c68fdfd12a6996d3e4,正式项目
281,凯州新城城乡一体化项目配套建设工程保温工程专业分包,PRJ260280,direct,joint,set,existing_new_system_project,115129,55a317a482484e6fb37f023de6f063e7,
282,恒荣半岛小区东舍北苑组团消防地下管网设施设备改造项目,PRJ260281,direct,joint,set,existing_new_system_project,223776,560ae40a3f244039bc3e6944959d80f1,
283,梧桐·骊府土方专业分包项目,PRJ260282,direct,joint,set,existing_new_system_project,109398,56627cf2610e4345ba195ef14c1ddd17,正式项目
284,广汉市旌江干线沥青混凝土路面维修工程,PRJ260283,direct,joint,set,existing_new_system_project,109555,56e3011796694d71baaf4bc868ce37c7,正式项目
285,中江县御河中学校新建学生宿舍、附属工程及设备购置建设项目,PRJ260284,direct,joint,set,existing_new_system_project,109459,573f606161ae486ba27422b42781f1dc,正式项目
