legacy_record_id                                                                                                                                                                                                                                                	DJZT                                                                                                                                                                                                                                                            	XMMC                                                                                                                                                                                                                                                            	DJBH                                                                                                                                                                                                                                                            	D_SCBSJS_BZSX                                                                                                                                                                                                                                                   	SY                                                                                                                                                                                                                                                              	BZR                                                                                                                                                                                                                                                             	RY                                                                                                                                                                                                                                                              	BZJE                                                                                                                                                                                                                                                            	JE                                                                                                                                                                                                                                                              	amount_total                                                                                                                                                                                                                                                    	LRR                                                                                                                                                                                                                                                             	LRSJ                                                                                                                                                                                                                                                            
beba19cf513544b9b093d8bd2a4df1eb                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20241223-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-12-23T17:31:13                                                                                                                                                                                                                                             
c26edfb49b3246dc8f69189ca5f1b9d0                                                                                                                                                                                                                                	-1                                                                                                                                                                                                                                                              	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230817-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	8.16什邡方亭项目出场                                                                                                                                                                                                                                                    	                                                                                                                                                                                                                                                                	尹佳梅                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	尹佳梅                                                                                                                                                                                                                                                             	2023-08-17T09:21:07                                                                                                                                                                                                                                             
c382f4b7f816493d8359ffbcf3d944fa                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230615-002                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	达州市马踏洞项目检查                                                                                                                                                                                                                                                      	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	100.0000                                                                                                                                                                                                                                                        	100.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
c40c5c48cf1c42578e50660f62b5eb21                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230403-002                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	西昌协助收款                                                                                                                                                                                                                                                          	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	400.0000                                                                                                                                                                                                                                                        	400.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
c53547cb7f1146ebbc57cf372accd78a                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20250113-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-01-13T16:12:39                                                                                                                                                                                                                                             
ccb9fb500bab448da90859ef60d32f7f                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230628-003                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	协助处理马尔康水务局处罚                                                                                                                                                                                                                                                    	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	100.0000                                                                                                                                                                                                                                                        	100.0000                                                                                                                                                                                                                                                        	段奕俊                                                                                                                                                                                                                                                             	2023-06-28T16:44:20                                                                                                                                                                                                                                             
d03533d7af994cc38d30d88f80f36700                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230525-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	重庆永川销何埂小学项目专户                                                                                                                                                                                                                                                   	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
d3c3d2e7c5514c10a24dd63d44a82706                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20241113-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-11-13T09:46:04                                                                                                                                                                                                                                             
d815d313f39244f2a5d90d17626e631e                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20240314-003                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-03-14T15:38:05                                                                                                                                                                                                                                             
d919779e1cb140708ea6fda893ed708e                                                                                                                                                                                                                                	0                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20231007-003                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	成都华略科技有限公司                                                                                                                                                                                                                                                      	2023-10-07T10:19:46                                                                                                                                                                                                                                             
d9429be0a554409f9542bf42444007c4                                                                                                                                                                                                                                	-1                                                                                                                                                                                                                                                              	公司综合平台                                                                                                                                                                                                                                                          	BZ-20241213-003                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2024-12-13T10:18:04                                                                                                                                                                                                                                             
daf0169c415d4b529d7cb1720170f9c5                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	BZ-20231025-001                                                                                                                                                                                                                                                 	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	2023-10-25T10:04:35                                                                                                                                                                                                                                             
dc3ee006e4c24b9283a44c8ec1d0b763                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230625-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	开标，建院维修项目                                                                                                                                                                                                                                                       	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	50.0000                                                                                                                                                                                                                                                         	50.0000                                                                                                                                                                                                                                                         	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
dcf974c982164a729e5076953649d908                                                                                                                                                                                                                                	2                                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	ZFQR-20230511-001                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	绵阳市开标，李德学                                                                                                                                                                                                                                                       	                                                                                                                                                                                                                                                                	杨德胜                                                                                                                                                                                                                                                             	                                                                                                                                                                                                                                                                	200.0000                                                                                                                                                                                                                                                        	200.0000                                                                                                                                                                                                                                                        	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                
